"Species";"ID";"Date";"Sex";"WingSize";"L2Length"
"D_acutila";"ACU1006.TIF";"24_Jul_01";"F";0.131122018274048;0.497262012673054
"D_acutila";"ACU1009.TIF";"24_Jul_01";"F";0.136088095651526;0.487971642619913
"D_acutila";"ACU1010.TIF";"24_Jul_01";"F";0.19539327123818;0.540136598757209
"D_acutila";"ACU1013.TIF";"24_Jul_01";"F";0.277328536330166;0.646359501835055
"D_acutila";"ACU1018.TIF";"24_Jul_01";"F";0.151531155117824;0.497757926555869
"D_acutila";"ACU1021.TIF";"24_Jul_01";"F";0.175186461426416;0.491934248113889
"D_acutila";"ACU1048.TIF";"24_Jul_01";"F";0.229743067555751;0.600350886026578
"D_acutila";"ACU1049.TIF";"24_Jul_01";"F";0.174477327395283;0.545780176495415
"D_acutila";"ACU1054.TIF";"05_Sep_01";"F";0.108013658839435;0.429160516403532
"D_acutila";"ACU1059.TIF";"05_Sep_01";"F";0.204700616065774;0.579939215054014
"D_acutila";"ACU1060.TIF";"05_Sep_01";"F";0.190592208621528;0.533269678301962
"D_acutila";"ACU1061.TIF";"05_Sep_01";"F";0.265253513004414;0.580240995643081
"D_acutila";"ACU1062.TIF";"05_Sep_01";"F";0.193830909702951;0.519784692609982
"D_acutila";"ACU1063.TIF";"05_Sep_01";"F";0.293745566229465;0.650625556915143
"D_acutila";"ACU1064.TIF";"05_Sep_01";"F";0.227485188328243;0.55948040425718
"D_acutila";"ACU1078.TIF";"05_Sep_01";"F";0.206827380350864;0.551727643250563
"D_acutila";"ACU1089.TIF";"05_Sep_01";"F";0.264518555464327;0.61276345987308
"D_acutila";"ACU1090.TIF";"05_Sep_01";"F";0.178887120904679;0.498536695527157
"D_acutila";"ACU1091.TIF";"05_Sep_01";"F";0.232973869616317;0.548621035062835
"D_acutila";"ACU1092.TIF";"05_Sep_01";"F";0.214350129656306;0.545804752856531
"D_acutila";"ACU1093.TIF";"05_Sep_01";"F";0.20433372446853;0.547973237359474
"D_acutila";"ACU1094.TIF";"05_Sep_01";"F";0.210517147500652;0.552731922983378
"D_acutila";"ACU1095.TIF";"05_Sep_01";"F";0.215744245902678;0.552667067169207
"D_acutila";"ACU1096.TIF";"05_Sep_01";"F";0.248743852379288;0.612151416380636
"D_acutila";"ACU1097.TIF";"05_Sep_01";"F";0.225240390060871;0.550923542677161
"D_acutila";"ACU1098.TIF";"05_Sep_01";"F";0.210775230419989;0.555743813737433
"D_acutila";"ACU1099.TIF";"05_Sep_01";"F";0.261514275976163;0.624605558012732
"D_acutila";"ACU1100.TIF";"05_Sep_01";"F";0.24308393934612;0.554250817153202
"D_acutila";"ACU1101.TIF";"05_Sep_01";"F";0.270323668372225;0.619277477333313
"D_acutila";"ACU1102.TIF";"05_Sep_01";"F";0.241835703368699;0.578353616826254
"D_acutila";"ACU1103.TIF";"05_Sep_01";"F";0.258353622197262;0.60508122347797
"D_acutila";"ACU1104.TIF";"05_Sep_01";"F";0.252548293997659;0.596020992029486
"D_acutila";"ACU1114.TIF";"05_Sep_01";"F";0.223330292085752;0.543437007166389
"D_acutila";"ACU1115.TIF";"05_Sep_01";"F";0.195106432444554;0.514530283870785
"D_acutila";"ACU1116.TIF";"05_Sep_01";"F";0.229383147024141;0.566249295777692
"D_acutila";"ACU1117.TIF";"05_Sep_01";"F";0.206179355798352;0.554466844103158
"D_acutila";"ACU1120.TIF";"05_Sep_01";"F";0.20983020692535;0.551315713074204
"D_acutila";"ACU1121.TIF";"05_Sep_01";"F";0.159366479156406;0.487554297600885
"D_acutila";"ACU1122.TIF";"05_Sep_01";"F";0.200354097558162;0.556918790419272
"D_acutila";"ACU1167.TIF";"17_Sep_01";"F";0.16240650511373;0.515723400651291
"D_acutila";"ACU1168.TIF";"17_Sep_01";"F";0.186924844515971;0.535277395200362
"D_acutila";"ACU1169.TIF";"17_Sep_01";"F";0.13067485052448;0.480479874009659
"D_acutila";"ACU1170.TIF";"17_Sep_01";"F";0.110402961594669;0.442761183474812
"D_acutila";"ACU1171.TIF";"17_Sep_01";"F";0.122822007225481;0.493001045131009
"D_acutila";"ACU1172.TIF";"17_Sep_01";"F";0.218867758997546;0.554618835538101
"D_acutila";"ACU1173.TIF";"17_Sep_01";"F";0.0531551273564391;0.398480650471632
"D_acutila";"ACU1174.TIF";"17_Sep_01";"F";0.162542015699919;0.530816367602439
"D_acutila";"ACU1175.TIF";"17_Sep_01";"F";0.267393929325794;0.591771451251726
"D_acutila";"ACU1176.TIF";"17_Sep_01";"F";0.206983000589467;0.517634426489935
"D_acutila";"ACU1177.TIF";"17_Sep_01";"F";0.257439112536515;0.589873937476766
"D_acutila";"ACU1178.TIF";"17_Sep_01";"F";0.293773101691227;0.618866794236062
"D_acutila";"ACU1179.TIF";"17_Sep_01";"F";0.205134614210227;0.573638792795511
"D_acutila";"ACU1180.TIF";"17_Sep_01";"F";0.237285115962849;0.5886464487376
"D_acutila";"ACU1181.TIF";"17_Sep_01";"F";0.244105541085082;0.59271178312711
"D_acutila";"ACU1182.TIF";"17_Sep_01";"F";0.240130869360152;0.568836471274435
"D_acutila";"ACU1183.TIF";"17_Sep_01";"F";0.208211858011844;0.544921794042244
"D_acutila";"ACU1184.TIF";"17_Sep_01";"F";0.196014354417587;0.492592763759391
"D_acutila";"ACU1185.TIF";"17_Sep_01";"F";0.193128061707671;0.52297726305005
"D_acutila";"ACU1186.TIF";"17_Sep_01";"F";0.147027510503663;0.47344548164535
"D_acutila";"ACU1187.TIF";"17_Sep_01";"F";0.22446497264459;0.558939997812135
"D_acutila";"ACU1188.TIF";"17_Sep_01";"F";0.146208390031362;0.455887231082737
"D_acutila";"ACU1189.TIF";"17_Sep_01";"F";0.189676925294211;0.529090421914716
"D_acutila";"ACU1190.TIF";"17_Sep_01";"F";0.235227637587928;0.567578706663784
"D_acutila";"ACU1191.TIF";"17_Sep_01";"F";0.191984015401032;0.500674607874727
"D_acutila";"ACU1192.TIF";"17_Sep_01";"F";0.213269261648771;0.528964109381482
"D_acutila";"ACU1193.TIF";"17_Sep_01";"F";0.155756526557343;0.463162360415254
"D_acutila";"ACU1194.TIF";"17_Sep_01";"F";0.272829569429412;0.620871671734668
"D_acutila";"ACU1195.TIF";"17_Sep_01";"F";0.276393179045949;0.632801414009766
"D_acutila";"ACU1196.TIF";"17_Sep_01";"F";0.254217455193379;0.614630890434837
"D_acutila";"ACU1197.TIF";"17_Sep_01";"F";0.245937911840642;0.618081975358666
"D_acutila";"ACU1198.TIF";"17_Sep_01";"F";0.129853076292714;0.448698619143731
"D_acutila";"ACU1199.TIF";"17_Sep_01";"F";0.226842125812769;0.546223113204626
"D_acutila";"ACU1200.TIF";"17_Sep_01";"F";0.260894874841976;0.608965617286205
"D_acutila";"ACU1201.TIF";"24_Sep_01";"F";0.242892920349211;0.604971819931395
"D_acutila";"ACU1202.TIF";"24_Sep_01";"F";0.117528236324958;0.443775606628942
"D_acutila";"ACU1203.TIF";"24_Sep_01";"F";0.124897187887562;0.443121258548181
"D_acutila";"ACU1204.TIF";"24_Sep_01";"F";0.113719752518509;0.440108906224123
"D_acutila";"ACU1205.TIF";"24_Sep_01";"F";0.0572009155774812;0.370212192233811
"D_acutila";"ACU1206.TIF";"24_Sep_01";"F";0.223853235647982;0.575665293959883
"D_acutila";"ACU1207.TIF";"24_Sep_01";"F";0.0098040826752326;0.320876959346211
"D_acutila";"ACU1208.TIF";"24_Sep_01";"F";0.123341732926078;0.47214497324383
"D_acutila";"ACU1209.TIF";"24_Sep_01";"F";0.159387889736789;0.497593858954158
"D_acutila";"ACU1210.TIF";"24_Sep_01";"F";0.12454799625212;0.461829884208386
"D_acutila";"ACU1211.TIF";"24_Sep_01";"F";0.156013209519367;0.490311644008231
"D_acutila";"ACU1212.TIF";"24_Sep_01";"F";0.193525917324404;0.526564545206178
"D_acutila";"ACU1213.TIF";"24_Sep_01";"F";0.0919408469484575;0.431845433206173
